COD_MAT  ;DESCRICAO MATERIAL            ;UND;QUA COM      ;QUA GENE     ;LOT MIN;PRECO A VISTA;VALOR FRETE  ;ENTREGA   ;ENTR/RETI ;COD FOR  ;NOME FORECEDOR                                    ;CNPJ                ;TELEFONE            ;VENDEDOR            ;E-MAIL              ;IPI ;ICMS;ENC FIN;COND PAGTO                                          ;M. PLAN
124663;CHICOTE ELETRICO HD/HDL 5VIAS ;UN ;2;0;1;14,27;0;43662;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
118666;CHICOTE ELETRICO HD/HDL AC 1MT;UN ;110;0;1;5,65;0;43672;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
109725;CHICOTE ELETRICO HD/HDL AC 2MT;UN ;93;0;30;7,49;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
109723;CHICOTE ELETRICO HD/HDL AC 4MT;UN ;12;0;10;11,59;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
91646;CHICOTE MI 1 MT               ;UN ;19;0;       ;3,66;0;43672;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
91647;CHICOTE MI 2 MT               ;UN ;164;0;       ;7,61;0;43672;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
91648;CHICOTE MI 3 MT               ;UN ;186;0;       ;10,93;0;43672;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
91649;CHICOTE MI 4 MT               ;UN ;138;0;       ;12,33;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
91650;CHICOTE MI 5 MT               ;UN ;94;0;       ;16,62;0;43672;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
91651;CHICOTE MI 6 MT               ;UN ;48;0;       ;18,05;0;43672;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
91653;CHICOTE MI 8 MT               ;UN ;12;0;       ;23,9;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
68594;CLIP ESPACADOR HTS9           ;MIL;0,04;0;       ;251,16;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;15;0;2;35;19626
109892;CONECTOR SUPER SEAL 6 VIAS FEM;UN ;349;0;50;8,48;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;10;0;2;28;19626
124666;CONECTOR SUPER SEAL FEMEA 3VIA;UN ;5;0;1;5;0;43662;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;10;0;2;28;19626
124667;CONECTOR SUPER SEAL FEMEA 5VIA;UN ;5;0;1;6,26;0;43662;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;10;0;2;28;19626
133966;RABICHO DE ATERRAMENTO COR VER;UN ;11;0;10;2,14;0;43662;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;0;0;2;28;19626
5044;RABICHO LIGA?€O TERRA PINO (1,;UN ;38;0;       ;1,07;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
69626;TERMINAL ARGOLA AZUL COD. A 10;MIL;0,004;0;       ;164,94;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;5;0;2;28;19626
109893;TERMINAL FEMEA P/ CONECTOR SUP;UN ;2134;0;1000;0,35;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;10;0;2;28;19626
110254;TERMINAL INTELI. LUVA VERMELHO;UN ;464;0;1000;0,27;0;43669;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;15;0;2;28;19626
133605;TRAVA RESISTENCIA MOLA 2MM    ;UN ;200;0;       ;1,07;0;43662;E         ;1101;STALLO                                            ;05.922.035/0001-00  ;( 011)  5058.2727   ;GREGORIO            ;stallocme@yahoo.com.;0;0;2;28;19626
